GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
DAP3	0.197758622250049	11.0152687626775	7.37744131721175	6.90810964033439e-13	1.39042638153005e-11	18.5319054753626
MPHOSPH8	0.197699921679186	9.72943935091277	4.11371720058997	4.56334688998029e-05	0.000200268301948045	1.11223092026665
DCP2	0.19767131718182	9.25565963488842	5.78901852541521	1.26244021210635e-08	1.20548360718806e-07	8.97195756297173
CCDC110	0.197625920704531	6.42839979716024	2.52497407557216	0.0118837674463053	0.0274097006710085	-4.01974107631386
ECD	0.197607764202161	9.17576125760649	6.16542623486688	1.46599087720997e-09	1.65548914791643e-08	11.0607563368958
ZNF701	0.19747549081035	6.93369837728195	3.94438475279444	9.16285873318738e-05	0.00037309299839813	0.454357621350552
SF3A1	0.197293201754361	11.600975862069	6.42688812285324	3.08050593906568e-10	3.92324980949246e-09	12.57783592436
RPL7L1	0.197235119047601	10.0086259634888	3.50176631869407	0.000504265256496654	0.00171400094633714	-1.14203161390424
RPL5	0.197122291840707	14.66898336714	4.25043638300974	2.55308564705514e-05	0.000118989440031878	1.66220780952326
FTO	0.19691442321079	9.64072900608519	4.2756186429759	2.29009865616822e-05	0.00010818160471959	1.76533041920581
KIAA0649	0.19691057330825	9.86544989858012	4.93137321889456	1.11840712314646e-06	7.16632279594156e-06	4.64741794529605
PHC2	0.196626185254784	11.0577665314402	6.94945318086619	1.16849111207842e-11	1.894875397391e-10	15.767703558052
ZNF506	0.196451721317155	8.89792596348884	7.46875540175408	3.71529949126017e-13	7.81507157331673e-12	19.1388297531574
NUP153	0.196405372807003	9.77742332657201	3.69007919614655	0.000249205889920295	0.000914259635465272	-0.484774484042002
KRR1	0.196312158869379	9.29243265720082	4.98035203982902	8.79829205845949e-07	5.76536661219832e-06	4.87768630133912
ZNF264	0.196311615845147	9.54592981744422	5.30482915180325	1.70783039849443e-07	1.30002810830888e-06	6.45479268797532
SRBD1	0.19620368107768	8.69217626774847	4.90175944132606	1.2917675885873e-06	8.12997810965582e-06	4.50919159656032
CHPT1	0.196121667014745	10.161169168357	3.68951338972799	0.000249745700800426	0.000915749104738836	-0.486798115711163
LIMCH1	0.196093222639924	11.5586697768763	3.39570669835333	0.000739889331581739	0.00240492612784778	-1.4977921405834
METAP2	0.196090651977158	10.7898454361055	6.49321067230189	2.05672155148855e-10	2.70323261536875e-09	12.9711312339891
RSBN1	0.19588568469784	9.14930304259635	5.01986910145426	7.23934384300438e-07	4.83958740139628e-06	5.06496947757351
TGOLN2	0.195773062865472	12.4494243407708	4.46672546164127	9.86158182463491e-06	5.05576125964654e-05	2.56628750602736
ZSWIM5	0.195438831453626	8.01577647058823	3.79114560565566	0.00016856683990982	0.000644926802711259	-0.118604599786668
C9orf93	0.195375269771636	4.85613894523327	2.78576476534431	0.00554621622447426	0.014102528992873	-3.33964590660138
CSNK1A1L	0.195341022695626	1.96781561866126	2.3690935853883	0.0182167761621545	0.0398752974313927	-4.39516754493264
COG2	0.195303691520444	9.40015821501014	6.90624320016292	1.54328661137221e-11	2.44850650165931e-10	15.496117095172
XPNPEP3	0.195300609161779	7.39801196754565	5.48573732535991	6.59686301661136e-08	5.45004417428697e-07	7.3725842127386
SLC6A7	0.195225130534667	0.877305070993914	2.76827487940943	0.00584789609340197	0.0147853826105348	-3.38728409863635
TIMELESS	0.195173741645757	8.76294787018256	4.22953589618768	2.7930005476733e-05	0.000129028580656464	1.57704897938006
KCTD12	0.195068243525466	10.1766557809331	2.4626270373595	0.014133766008699	0.0319249880249302	-4.17269919427651
ZNF253	0.194982967836246	8.20005598377282	4.14153853118536	4.05995352355571e-05	0.000180608550029466	1.22278966385019
C16orf62	0.194917200988559	9.858038336714	5.22217145099411	2.61432526807175e-07	1.91344377017872e-06	6.04457578825911
PRRC1	0.194873665065408	10.954968356998	4.31497411680716	1.93019845626642e-05	9.28249573838128e-05	1.927624545036
FLJ10038	0.194799951267047	8.54642068965517	4.3430649755461	1.70707664480573e-05	8.30480652082031e-05	2.0443083188617
IL15RA	0.194641595307704	6.67484320486816	3.01373305213768	0.00271361015701778	0.00757037865519432	-2.69219816533939
UBL3	0.194543347953211	10.3406492900609	4.66714420743606	3.94287478596623e-06	2.21106854290868e-05	3.44087853884592
TRIM4	0.19453234823167	9.87826612576064	5.20275828410982	2.88694477205556e-07	2.09431011202476e-06	5.94906642763304
C1orf107	0.194461025828442	8.69669634888438	4.60633894880539	5.22581165310684e-06	2.86019496769617e-05	3.17181401099793
UBR2	0.194453754177092	9.29514421906694	2.88566851264348	0.00407733187915204	0.0107981970432135	-3.06196625445924
ZSCAN2	0.194338422444982	8.47021480730223	5.4539345754718	7.81251653543338e-08	6.35967345251575e-07	7.20926461854003
SH3BP2	0.194307880813135	9.25288073022311	4.41399683131029	1.24809591410044e-05	6.271025236535e-05	2.34206141238153
NSMAF	0.194285890072381	9.69315354969574	4.7945253509878	2.16352979784844e-06	1.29420940413253e-05	4.01498678323131
HOXA13	0.194107377819531	8.70742129817445	2.41975913524685	0.0158920936458143	0.0353214985978745	-4.27570397802835
ZNF100	0.19407020850737	7.37933204868154	3.97057644795573	8.23952649689873e-05	0.000339060891924897	0.554421865881252
DHX9	0.193994054580894	11.7465472616633	6.31449600213818	6.06225459137778e-10	7.31675995067525e-09	11.919144350613
LOC283267	0.193949881648547	7.65683164300203	4.28732143774568	2.17687870492126e-05	0.000103452129194522	1.81344633740541
KLHL7	0.193906446672223	9.46605578093305	5.15215812255311	3.73331232244485e-07	2.64657810703704e-06	5.7016203397468
USP3	0.193765270815909	9.07554442190669	5.44045929123956	8.39088100698562e-08	6.8035065984761e-07	7.14031730006823
TSN	0.193732736354757	10.3909454361055	7.24143952401332	1.72116487614317e-12	3.20648955600901e-11	17.6390568604224
PER3	0.193691905109974	9.37966267748478	2.43782472669518	0.0151288369748352	0.0338781656951753	-4.23251043608091
ZNF85	0.193418093845711	6.82191987829614	4.58618616148806	5.733289184059e-06	3.10483848453525e-05	3.08335114081876
PTPN12	0.193322018588114	9.73413732251521	4.06186965773017	5.66390396570794e-05	0.000242502499303408	0.90805136654329
ZC3H11A	0.193259351503729	11.6194442190669	6.3667811709208	4.42973154940881e-10	5.45545223211535e-09	12.2243456860801
RPRD1A	0.193233261974365	10.3920782961461	4.38323404738232	1.43040882821689e-05	7.09502131995474e-05	2.21237979802175
PURB	0.193069044138106	10.8261906693712	7.00839505799525	7.97745548970034e-12	1.32828192379195e-10	16.1404071080385
RALGPS1	0.193048560637685	8.37982393509128	3.74954210844902	0.000198211322417998	0.000745562192972059	-0.270467938620767
KIAA1467	0.192767239278741	9.54919634888437	2.34598784284222	0.0193726332406891	0.0420378565089681	-4.44882803140089
NCAPD2	0.19276490183792	9.74064117647059	4.48129077312023	9.23650697202898e-06	4.75848150905282e-05	2.62865847749001
KIAA0947	0.192741511765492	9.58979898580123	4.56949353127829	6.18914769249204e-06	3.32278248239701e-05	3.01034652025459
ISPD	0.19267568922304	6.21767079107505	3.70622338657409	0.000234258053844614	0.000864911967983337	-0.426910439341898
NIPSNAP3A	0.192674714564165	9.14098620689655	4.32370088485616	1.8580595946378e-05	8.96918962565579e-05	1.96379868623894
FAM116A	0.192657969576707	8.92647748478701	6.12160292884824	1.89434844145716e-09	2.11019932192705e-08	10.8117434800536
ZNF81	0.192515749443039	5.96516835699797	2.62758670092131	0.00886770244748473	0.0212283035502404	-3.75989203520034
C6orf167	0.192275248886096	6.76019655172414	2.9213626011779	0.00364515893703097	0.00979260834562234	-2.96046250569341
NAA15	0.192256629420747	9.64729533468561	4.86859932983847	1.51666166971045e-06	9.39296635045539e-06	4.35530812520637
ATF7IP	0.192151998050662	8.97424239350912	2.60987819458541	0.00933335811830046	0.022205799301044	-3.80545472530212
ING3	0.191947817460312	7.89789898580121	3.56460585517167	0.000399944911010791	0.00139759472732792	-0.926337649132121
SEC24A	0.19193723370925	9.69920709939149	3.14857942794244	0.00174030371272802	0.00512897433567418	-2.28614367238336
ARHGEF11	0.19192037559174	10.0567894523327	4.04894699390031	5.97512832010658e-05	0.000254376858173153	0.857537717388885
FLJ42709	0.19178689605958	6.80176064908723	2.37958095309729	0.0177124434399507	0.0389245741274386	-4.37064222264108
TACC1	0.191665782511816	11.1450612576065	2.51424664091782	0.0122466055881776	0.0281422445405513	-4.04632454609415
RWDD3	0.191539186507921	8.1636985801217	5.11348004668103	4.53762554764919e-07	3.15253646339215e-06	5.51393914435586
KIAA1632	0.191456638123077	9.26622778904664	4.03357502230189	6.36650020660082e-05	0.000269160315571488	0.79764597224431
TPST2	0.191366694514041	8.53486896551724	3.10300046279169	0.00202584477149717	0.00585206038537173	-2.42530476034021
LRPPRC	0.191323398774699	11.5360194726166	4.87252126236133	1.48821358710089e-06	9.23610185706812e-06	4.37345891395563
EIF3L	0.19129334969365	13.2841411764706	5.50017033220596	6.10781109987941e-08	5.08076830958364e-07	7.44698031563395
ITCH	0.191239752158156	10.1954281947262	4.91406369852142	1.21680063083385e-06	7.72685337179676e-06	4.56653181608669
C7orf41	0.191232767683076	9.96276795131845	2.93411276528905	0.00350120600261626	0.00945413116318715	-2.92391257425478
PRPF4B	0.191144879559999	10.4996359026369	5.56462963051227	4.3211541546635e-08	3.69792808650444e-07	7.78134634848418
SOCS6	0.191104982943457	8.91651764705883	4.10237068574268	4.78523857275701e-05	0.000208535232219702	1.06734080104244
DIMT1L	0.191058857212461	8.71355720081137	4.92194141383946	1.17102706408285e-06	7.46852613408542e-06	4.60331187038112
SCARNA9	0.190961346073514	2.06811521298174	2.38898393227987	0.0172707366467711	0.0380560505912001	-4.34856281219665
STRAP	0.190928594054551	10.794137525355	5.79182586993474	1.24283987156942e-08	1.18842582968422e-07	8.9871139136108
SFRS11	0.190858124477822	11.3276042596349	4.91157920634289	1.2315915381784e-06	7.80769952087182e-06	4.55494310704124
SMARCE1	0.19084161967417	11.4751160243408	7.24834960123537	1.6436746935866e-12	3.08170241637743e-11	17.6840991469608
SUN1	0.190828602756868	11.012838336714	4.97920433603495	8.84809847423332e-07	5.79430499763988e-06	4.87226696509341
KPNA3	0.190725779727089	9.02454036511156	3.89518229625882	0.000111684523353996	0.000445826028477064	0.268062895664683
MAP4K5	0.190690564954032	9.50708377281947	5.37874455876769	1.16157120092437e-07	9.17194490576054e-07	6.82648205705115
RAB11FIP4	0.190678287733208	9.0324336713996	4.60362943453294	5.29144088260275e-06	2.89303012835778e-05	3.15989960371979
SEC14L4	0.190654206697299	0.462723123732252	3.37785274272426	0.000788457444375608	0.00254073635740562	-1.55665462118522
GOSR1	0.190605386730711	10.3047024340771	6.50649689865551	1.89607500349039e-10	2.50653057447893e-09	13.0503276800856
PRKAR1A	0.19052685185182	12.1146667342799	4.90818265316274	1.25209318831086e-06	7.91424666133683e-06	4.5391087561235
KDELR3	0.190406102060694	9.16052373225152	2.36416568866953	0.018458081226246	0.0403074006579206	-4.40665515798783
GUF1	0.190361173767743	9.44999006085192	5.52114987522914	5.4592250995994e-08	4.5802162359941e-07	7.5554289470388
ZNF772	0.190183373363945	8.05328012170385	3.72092197950488	0.000221386426593949	0.000821594963480436	-0.374020040489158
CETN4P	0.190146078738511	1.17526713995943	2.90751279797226	0.00380762800014106	0.0101744895018737	-2.99999050114946
DCAF17	0.190133056599825	8.57202596348885	4.14379294957654	4.02156494679224e-05	0.000179133713077988	1.23177889487996
RPS4Y1	0.190043008563048	12.8264973630832	2.40878545549517	0.0163721289437968	0.036286279522417	-4.30178812124803
CATSPER2P1	0.190042756196038	5.02636206896552	4.08404420563661	5.16544016912583e-05	0.000223161798552511	0.995080393849927
DDX1	0.18992886904759	10.9679312373225	9.24083495350674	7.3586920387197e-19	3.53803155866313e-17	32.0313117277173
C11orf16	0.189882971317182	0.599276470588235	2.42793548217013	0.0155425396307915	0.0346835150674076	-4.2561937659159
ZFP62	0.189827812587009	9.34468032454362	5.85661857179273	8.64616945474702e-09	8.56275247978564e-08	9.33869519641515
PAPOLG	0.189810914438857	8.08534259634889	4.45318513633365	1.04788658641587e-05	5.34221793372678e-05	2.50847355124482
BAT2L1	0.189791243734318	12.2221922920892	3.55246900788991	0.00041836713221284	0.00145478950276586	-0.968280807196966
PAM	0.189764762600932	10.9344647058823	2.84796416079613	0.004584064069433	0.0119576739098489	-3.16787645172106
LRIG2	0.189717495126695	7.34478803245436	3.24235506544451	0.0012658871228825	0.00387081659707742	-1.99370595497214
CSTF2T	0.189705191798932	9.6766204868154	4.88976882125291	1.36909959607888e-06	8.56156402908907e-06	4.45343835158518
NBAS	0.189638112642712	10.0079793103448	6.01451279811848	3.52204503464303e-09	3.72911730589074e-08	10.2096587429242
PIP5K1A	0.18961783277636	9.96268864097363	4.25993975907008	2.45062128191901e-05	0.000114749432168633	1.70105816632507
TRIB3	0.189286842105247	9.66047951318458	3.04513853583986	0.00245037574194394	0.00690846902271854	-2.599156495056
ISG20L2	0.189272751322731	9.15561095334686	4.28154593769905	2.23206958266355e-05	0.000105805561145423	1.78968517991191
MYH9	0.18915279518238	14.0707182555781	4.478864333136	9.33793395002914e-06	4.80470636576687e-05	2.61825509089401
SCRN3	0.189059957184615	8.55009878296146	4.51670805354085	7.87101675071031e-06	4.10757432364216e-05	2.78110083661465
ITPR2	0.189009194862148	10.2113602434077	2.28973614758618	0.0224589854992172	0.0477311565526841	-4.57731554844549
BECN1	0.188745325118346	10.7456002028397	6.45247093200066	2.63704418662505e-10	3.4006606250887e-09	12.7291397870442
PUS7	0.188731927039811	8.3241878296146	3.53387686841659	0.000448135418856905	0.00154599565604642	-1.03226899492776
NMD3	0.188701338415466	9.88328235294119	4.66307639469128	4.01827359400734e-06	2.24843709144101e-05	3.42277757767417
MESTIT1	0.188653632344747	1.31287261663286	2.33681142876558	0.0198492186501184	0.0429042386699232	-4.46999656086142
ITFG2	0.188610416666652	8.57566328600406	4.23498014266554	2.72851435452147e-05	0.00012647640482801	1.59919394044918
PKN2	0.188607050612612	9.89920081135902	4.30437398343966	2.02142483614666e-05	9.68491292557549e-05	1.88377604666084
FANCF	0.188443840504029	8.97436653144016	4.66243385511902	4.03030941269955e-06	2.25394312837705e-05	3.41991972435276
ITGB1	0.188429065719845	12.8238809330629	4.49541879824991	8.66659296271137e-06	4.48739353151234e-05	2.68933559485885
C2orf15	0.18828996623502	5.96625030425964	3.42013254077145	0.00067794803780671	0.00222621132696285	-1.41678348558114
RPS15A	0.188165465747685	13.5323344827586	3.32160817205775	0.000961552507015087	0.00303096468125591	-1.74014933802608
PCNXL3	0.188120624477847	10.4435922920892	4.95909333774297	9.76633671551422e-07	6.3350045108849e-06	4.77748816187967
UBE2I	0.188011894319104	10.7863006085193	6.17311822715923	1.40127761718025e-09	1.5920436901334e-08	11.1046206578742
NUDT5	0.188010124268999	8.76187789046653	5.14668812198422	3.83804532468411e-07	2.71052874151238e-06	5.67500068961634
SLC16A13	0.187934182678909	5.55130831643002	2.36914316995446	0.0182143622928907	0.0398742650749676	-4.39505183761005
ALG10	0.18775592453355	6.70559918864097	3.33183576952946	0.000927658871375385	0.00293448946522907	-1.70700134775188
TXNRD1	0.187623073308249	10.6194768762677	3.63154166808442	0.000311273199867255	0.00111389904013853	-0.692579573451685
ACTL8	0.187570847257028	0.552573630831643	2.49982658532811	0.0127498404537213	0.0291518236457175	-4.08188484310642
EIF2C2	0.187445396477292	7.16680283975659	2.69840871427851	0.00720659158034436	0.0177506088955572	-3.57467977042127
HSBP1	0.187429749721517	11.3303146044625	4.35886888956878	1.59261567906575e-05	7.81649531226869e-05	2.11026269003053
PRPF38A	0.18726631509327	9.68755030425963	8.16233734282527	2.77312569642711e-15	7.940344567315e-14	23.9388017799731
C6orf208	0.18723299742411	2.10992799188641	2.55390046761504	0.0109525820637226	0.0255576846747244	-3.94750966133282
SPAST	0.187182047131699	8.98310385395538	5.77175886672047	1.3897326845257e-08	1.31601531426719e-07	8.87891655626363
EPHX1	0.187115490114163	11.7421115618661	3.5133788501475	0.000483247805070686	0.0016535129063502	-1.10244676284575
TRIM25	0.187114224798075	9.64845943204869	3.29101508424925	0.00106992653464853	0.00333671453081183	-1.83872087519874
C14orf104	0.187039134294048	8.32853853955376	5.56642387691123	4.27952744446521e-08	3.66383229503214e-07	7.79070266694805
TESK2	0.187008040935645	9.67086247464504	3.10857689923309	0.00198873040354005	0.00575781063103613	-2.40838356085295
UQCRC2	0.186931980994114	11.5655204868154	6.99405371112858	8.75582526915356e-12	1.44499270720034e-10	16.0494861983166
SEC23B	0.186925301099961	11.3904304259635	3.46562441347499	0.000575277390791548	0.00192666310488588	-1.2644343125177
FBXL4	0.186903540100239	8.31289675456389	2.85933829320952	0.0044254800043326	0.0115916183323486	-3.13606879871226
SC5DL	0.186877426204376	11.8868012170385	3.57266856954582	0.000388129953432011	0.00135977951262102	-0.898399019025879
ANKAR	0.186866466513494	5.59203813387424	3.69755492315452	0.000242175916878007	0.000891815528879909	-0.458009661333656
RBM33	0.186822117794462	9.70395172413794	5.06444748394457	5.80070509958195e-07	3.96037498152369e-06	5.27784152044048
SIK2	0.186793313143969	9.44817160243408	3.81961475497512	0.000150748578114234	0.00058338705159005	-0.0137745109831933
GRAMD1A	0.186768260930092	11.0053521298175	4.45309349044745	1.04831673327323e-05	5.34308404520839e-05	2.50808279655009
CEBPZ	0.186764297897501	10.0714640973631	6.82575436335326	2.5818095411593e-11	3.94085872713758e-10	14.9939421681702
DCP1A	0.186735945767165	9.31891967545639	4.87752037382559	1.45269742680316e-06	9.03753884008149e-06	4.39661413547458
ABHD12	0.186733705792241	11.2462829614605	2.74059496639085	0.00635575574774905	0.015904883654472	-3.46208307175686
ZNF599	0.186625508214976	7.19906713995942	4.5214498357081	7.70360753182359e-06	4.02840200275951e-05	2.80159413794876
SRGAP1	0.18637901872737	7.54907363083165	2.52099162861183	0.0120173360815868	0.0276784847684804	-4.02962277990289
ALDH9A1	0.186043471526016	11.5656265720081	4.66028517512532	4.07080993660579e-06	2.274734022823e-05	3.4103655568901
RAB6B	0.185908002645492	8.53870851926978	2.97021467499476	0.00312129768421172	0.00854745117471878	-2.81958869542616
LOC729020	0.185732727652453	4.68493935091278	2.64661557794213	0.00839062833415208	0.0202325111228732	-3.71059829956306
CHD2	0.185581377053715	11.1371760649087	4.84717785087013	1.68153922631953e-06	1.03204784204305e-05	4.2564032293503
ATXN1L	0.185519780353651	9.5512981744422	3.06876985473726	0.00226798826152207	0.00645347179612585	-2.52853428076926
IMPACT	0.185368501113876	9.96693590263691	4.1474095405794	3.96070191061466e-05	0.000176614270688356	1.2462091558101
FKBP9L	0.18529689501531	5.15754989858012	2.64125571928961	0.00852262018091259	0.020502623894321	-3.72451782688192
INTS2	0.185239315302142	7.82848275862069	3.34883349597243	0.000873775270206513	0.00278376882329915	-1.65169575310772
NAE1	0.185237785435787	9.43398052738337	5.78576952245407	1.28550033692039e-08	1.22579293622739e-07	8.95442477418071
FTSJD1	0.185201757866887	8.84710750507099	3.32099751548518	0.000963612141309153	0.00303559264401978	-1.74212541509747
BZW2	0.185178357351699	10.006638336714	3.61223960591659	0.00033473885744695	0.00118854872766964	-0.760410730582485
GPR125	0.185091847674723	9.90216734279919	5.02795135224654	6.95516043733505e-07	4.66327380073444e-06	5.10343817677719
SERINC3	0.18503324979114	10.9575198782961	4.24816872776622	2.5781324534913e-05	0.000120102244770085	1.6529494105246
ZNF623	0.185003818574199	8.36522109533469	2.66816825678335	0.00787819379700684	0.0191679685532769	-3.65434932354968
AURKAPS1	0.184908124477853	3.91197322515213	2.53129665284596	0.0116744234759074	0.0269905308513941	-4.00402155979961
CSNK1G1	0.184886835143386	8.64684137931035	4.15149762231556	3.89296014745055e-05	0.000174047194745557	1.26253480024065
MKS1	0.184818455861857	8.15079148073021	6.44749321736206	2.71812109813791e-10	3.49862232882579e-09	12.6996604702285
TTC19	0.184712017891943	10.4341713995943	5.2778837954776	1.96331475675184e-07	1.47266539846969e-06	6.32043556986104
PRSS8	0.184710336605383	12.5735279918864	2.67239018049278	0.00778117129719696	0.018981398138243	-3.64327888478533
RPS15AP10	0.184654131857419	1.5972462474645	2.53135282574071	0.0116725783617634	0.0269893043999328	-4.00388172822321
TSSK1B	0.18464511104149	0.857525354969574	2.94492802637169	0.0033831869939439	0.00917163990303291	-2.89278883130866
ZNF776	0.184620746310207	8.90549858012171	3.73316273689042	0.000211178422626271	0.000787698585849807	-0.329822789538932
AXIN2	0.184501916248944	8.94663164300203	2.51788462725595	0.0121224680803336	0.0279007028799606	-4.0373216736643
TTC5	0.184456610275669	7.74293894523326	4.55168021995856	6.71392148960412e-06	3.56535975637797e-05	2.93271025655963
DDX46	0.184288911514896	10.1047920892495	5.1545473793065	3.68843879018803e-07	2.61747833952853e-06	5.71325557016674
CKAP5	0.18428670286826	10.9084363083164	4.23157357798235	2.7686961780084e-05	0.000128049859280272	1.58533433284807
ATXN7L3B	0.184274909495937	11.7515028397566	5.40526572595278	1.0104482323495e-07	8.04362241571741e-07	6.96095979282929
AMMECR1L	0.184190486633236	9.23953955375254	5.93602189489627	5.51748655292383e-09	5.63579884342744e-08	9.77418677457744
OCIAD2	0.184169193817855	9.59193204868154	4.16598094301081	3.66173194371488e-05	0.000164497498478045	1.32049414860408
TRIM3	0.184108939014187	8.93267079107505	4.7424284045821	2.76997858480522e-06	1.61372475442824e-05	3.77848087116102
TOR1AIP2	0.183956874825939	7.65989736308316	2.2783125265251	0.0231356890566493	0.0489817156164804	-4.60303606294577
CTR9	0.183768039891374	10.4113476673428	5.75244305469658	1.54703673156772e-08	1.44629617937547e-07	8.77507898982353
USP47	0.183743513297115	10.9802527383367	6.69070039476864	6.05690099956196e-11	8.73231583714937e-10	14.1622835032174
ZNF507	0.183710265246431	9.25054361054765	5.32091194879414	1.57103270800883e-07	1.20438019026965e-06	6.5352765934246
SFRS14	0.183670539195194	10.6490326572008	4.61861755260825	4.93807502821387e-06	2.71574284300109e-05	3.225886624617
RPS7	0.183669884781377	12.9735087221095	3.40912054836439	0.000705249286819701	0.00230553628318606	-1.45337345666287
CTSL1	0.183579920286812	10.8803959432049	4.39434999220556	1.36177197031762e-05	6.77914125863744e-05	2.25914276551264
OSBPL5	0.183526921470312	10.1258963488844	4.3010224383011	2.05111563435835e-05	9.81342437039778e-05	1.86993285142868
SPTY2D1	0.183388457254235	9.84832352941177	4.03388337607235	6.35841563809638e-05	0.000268929281108609	0.798845274912123
DIDO1	0.183298971386787	10.7595638945233	5.50882806653265	5.83155521173498e-08	4.87466728407651e-07	7.49169017622365
GAN	0.183201291422994	5.67440243407708	2.42140940974796	0.0158209879104991	0.0352015695028229	-4.27177130628502
SETD2	0.183191849415174	10.8575267748479	4.33762312889712	1.74827873357351e-05	8.48915856203032e-05	2.02164922329709
PPIL4	0.183181451893599	9.12123265720081	3.57374678648214	0.000386574986996453	0.00135552541775751	-0.894658278256071
ZFP14	0.183138810568072	7.66340709939147	4.35473526447289	1.62182406304337e-05	7.93897186797338e-05	2.09299044956502
PREX1	0.183066732804207	9.05881926977689	2.33779602287895	0.0197975957693238	0.0428151944742672	-4.46772914403045
BNIP3L	0.18296772138679	10.7175681541582	3.87296249068666	0.000122044034713967	0.000482674635460942	0.184652610604455
CADM4	0.182902405318828	10.1206983772819	4.00198073812438	7.24862201521978e-05	0.000302099492432931	0.67521891694395
C9orf122	0.182714043790013	6.51033833671399	2.46358513120145	0.0140965172250406	0.0318618846889885	-4.17037688335704
CMPK1	0.182585825675288	12.6337184584179	4.64983481911866	4.27343207693777e-06	2.37567182614493e-05	3.36395521637837
LPIN2	0.182574916457799	9.83030243407708	3.92335044929164	9.97449602436364e-05	0.000403103156260208	0.374446951045155
ZNF510	0.182451474171524	8.21048701825557	4.20138446198637	3.15030862226449e-05	0.00014398004455719	1.46296309267863
SH3BP4	0.182420974310755	11.621160851927	3.3965559983965	0.000737649923274193	0.00239880418407581	-1.49498471770634
ZNF648	0.182388951545531	0.437183772819472	2.98458457547773	0.00298086573090376	0.00821548844884604	-2.77772151138326
CCDC91	0.182306726886656	8.59374929006085	5.01306126736597	7.4873944984517e-07	4.98431287461781e-06	5.03260987311565
LRRC58	0.182296085700347	10.2361590263692	3.23200968769148	0.00131162058349521	0.00399637438099683	-2.02637158788957
SAMD8	0.182290209899746	5.9888462474645	2.45125668061328	0.0145825202441471	0.0327763455892643	-4.20019235885189
TMEM170B	0.182276982386506	7.75154117647058	4.03593825361852	6.304788265919e-05	0.00026680014375823	0.806839649451632
DTX3	0.182219656780818	9.5922971602434	3.00287501057363	0.00281048717130948	0.0077929904952706	-2.72414993037483
ACTL6B	0.182217035644667	0.385625760649087	2.27767999760124	0.0231736718063791	0.0490419010601961	-4.60445653506154
PRKAA1	0.182212891603992	10.8407034482758	3.81839357985658	0.000151474897695288	0.000585866550430345	-0.0182863344741229
ALDH5A1	0.182208335073776	9.49316551724138	4.01701929073228	6.81518448146649e-05	0.000285892393552323	0.733380536480079
ZDHHC21	0.182128926482861	7.45283935091278	2.37588100174043	0.0178889534880996	0.0392581737157333	-4.37930686054384
PLK1S1	0.182115101991068	8.52000872210952	5.43468680492266	8.65117073278494e-08	6.98971015915289e-07	7.11082815829096
SEC16A	0.181858122737383	12.7051661257607	4.20587330779572	3.09055314100843e-05	0.000141564158823969	1.481107006094
PHB2	0.181702657685859	12.0104736308316	4.11051105777327	4.62503351233891e-05	0.000202472453059444	1.09953475615828
GPR150	0.181565138540796	0.614292292089249	2.86053319077498	0.00440911295838671	0.0115561201373266	-3.13272016163514
TRAF3IP2	0.181551240949583	8.88217281947262	2.36481615088308	0.018426070031775	0.0402604531452045	-4.40514017934443
FAM10A4	0.181462007449159	8.60744847870183	5.96593083418572	4.65268130865713e-09	4.81206787237939e-08	9.93954036957164
CETN3	0.181455103035367	8.20562839756592	3.64948874300396	0.000290848770962344	0.00105014514031954	-0.629202848434531
ZNF200	0.181356016778046	7.47130060851926	5.30602158794053	1.69730331789965e-07	1.29345349355901e-06	6.46075260203887
C18orf25	0.181286173767727	8.9238860040568	4.74712599038199	2.70919517182934e-06	1.58370663091276e-05	3.79971001511844
AASDHPPT	0.181213049986056	9.43051257606491	4.79931695318797	2.11467382298579e-06	1.26793964912086e-05	4.03685750532313
SIKE1	0.181192053049264	9.15953610547668	4.97363928112007	9.09348974039352e-07	5.94173597613873e-06	4.84600536655047
CEP72	0.181031394458367	5.75876004056795	3.39556152211843	0.000740272761095923	0.00240547638260514	-1.49827196412874
CDKN2AIP	0.180884367167916	8.58186551724138	4.33330606947422	1.78163901040343e-05	8.63480851831503e-05	2.00369229772865
ARID2	0.180880545112766	9.49359168356998	4.21808094829813	2.9334606349593e-05	0.000134849858566311	1.53054142361008
RLF	0.180869493177369	8.78567363083165	4.07312379237397	5.40546950056401e-05	0.000232341264628421	0.952165433809151
ESF1	0.180863086535753	8.39287281947261	3.9905369175281	7.59584235755745e-05	0.00031477000241362	0.631096831648169
KIAA1430	0.180787522625975	10.0601622718053	3.65507013217302	0.000284758168151578	0.00103123746554099	-0.609432902419658
CCDC40	0.180687862016145	7.37095070993915	2.80035418976001	0.0053054205910794	0.0135625786683623	-3.29968552653964
ZNF500	0.18067218393203	8.24478154158215	4.86009070499761	1.58019392012663e-06	9.75053611397468e-06	4.31597563524203
STRN3	0.180514407546626	9.39145131845841	4.58961124050348	5.64382550556921e-06	3.06366307851232e-05	3.09836080433699
EFR3B	0.180479239766076	5.05116612576065	2.52927005133575	0.0117411651942209	0.0271326115980815	-4.00906437116054
ZBTB11	0.180412627053729	9.21556328600407	4.10766567528071	4.68044261693296e-05	0.00020448922520884	1.08827492215919
PLEKHF2	0.180399086257305	8.54794888438133	3.02957263700418	0.00257776770690204	0.0072336756455302	-2.64538803883286
